gene_symbol,Tbl1xr1
parameter_id,JAX_OFD_016_001
pvalue,0.6027127
parameter_name,Center permanence time
gene_accession_id,MGI:2441730
analysis_id,l16zcf0n43pb3bm
mouse_life_stage,Late adult
mouse_strain,C57BL
