mouse_strain,129SV
analysis_id,xy4l87zy557psfk
gene_accession_id,MGI:99605
parameter_id,MGP_IMM_081_001
gene_symbol,Cntfr
parameter_name,Effector CD8+ T cells - % of CD45+
pvalue,0.516676
mouse_life_stage,Early adult
