parameter_id,IMPC_ECH_003_001
mouse_life_stage,Early adult
analysis_id,vh3snm4cn3k382z
mouse_strain,C57BL
parameter_name,Stroke Volume
pvalue,0.5112015
gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
