gene_symbol,Dnaaf9
parameter_name,Fat/Body weight
pvalue,0.07579146
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
analysis_id,io37u7kku00dbmr
mouse_strain,C57BL
parameter_id,IMPC_DXA_009_001
