parameter_id,IMPC_ECG_008_001
gene_symbol,Maco1
gene_accession_id,MGI:1913396
analysis_id,ep7i6gm85u6q3s4
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,ST
pvalue,0.7024613
