parameter_id,IMPC_CSD_029_001
parameter_name,Activity (body position)
gene_symbol,Sema6c
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3190082
gene_accession_id,MGI:1338032
analysis_id,ac1etb065qu0ckz
