parameter_id,IMPC_ECH_001_001
parameter_name,End-Systolic Diameter
pvalue,0.2613728
gene_symbol,Extl1
analysis_id,f13epy8273c28v2
gene_accession_id,MGI:1888742
mouse_life_stage,Early adult
mouse_strain,C57BL
