gene_symbol,Wars2
mouse_strain,C57BL
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
pvalue,0.1788167
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
analysis_id,2jdl3bk1086h9rd
