parameter_id,JAXLA_CSD_022_001
mouse_strain,C57BL
pvalue,0.07806564
analysis_id,y04pk8y1xyk39p6
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_name,Hindlimbs - size
mouse_life_stage,Late adult
