parameter_id,ESLIM_016_001_005
mouse_life_stage,Early adult
analysis_id,5rb41804zsca7i3
pvalue,0.9307807
gene_symbol,Lime1
parameter_name,Mean cell volume
mouse_strain,C57BL
gene_accession_id,MGI:1919949
