gene_accession_id,MGI:88174
gene_symbol,Bmi1
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_EYE_092_002
pvalue,0.6698765
parameter_name,Retina (combined)
analysis_id,2u2l2h0i64252s9
