gene_symbol,Tiprl
parameter_name,Eyelid morphology
gene_accession_id,MGI:1915087
mouse_strain,C57BL
parameter_id,IMPC_EYE_004_001
analysis_id,240b7i231368y8z
pvalue,0.8896133
mouse_life_stage,E12.5
