parameter_id,IMPC_IPG_012_001
pvalue,0.6285742
mouse_strain,C58BL
analysis_id,nkz19lf80x7f82l
gene_symbol,Kdm4c
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
parameter_name,Area under glucose response curve
