parameter_id,MGP_PBI_018_001
parameter_name,Ly6Clow monocyte percentage
analysis_id,e7nd67851308u68
mouse_strain,C57BL
pvalue,0.7748552
gene_symbol,Dcaf12
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
