gene_symbol,Nucks1
parameter_name,lens opacity
mouse_strain,C57BL
gene_accession_id,MGI:1934811
pvalue,0.9734847
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_010
analysis_id,1u45m9vc7ya5l4v
