gene_symbol,Ahcy
pvalue,0.08571977
gene_accession_id,MGI:87968
parameter_id,M-G-P_008_001_013
analysis_id,77x2w496q34p27a
mouse_life_stage,Early adult
parameter_name,Startle Response
mouse_strain,C57BL
