parameter_id,IMPC_GEP_022_001
pvalue,0.1577851
analysis_id,267h8zy886y1954
mouse_life_stage,E12.5
gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_name,Embryo Size
