gene_symbol,Ints7
pvalue,0.7440837
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
parameter_name,Red blood cell count
mouse_strain,C57BL
parameter_id,ESLIM_016_001_002
analysis_id,k246r6hg543n51u
