gene_symbol,Bcs1l
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
parameter_id,HRWLLA_OFD_020_001
pvalue,0.5120857
analysis_id,7x1cm7p35fbmp3g
gene_accession_id,MGI:1914071
mouse_strain,C57BL
