parameter_id,IMPC_ECG_010_001
parameter_name,HRV
mouse_strain,C57BL
gene_accession_id,MGI:1914944
gene_symbol,Ift74
pvalue,0.534937
mouse_life_stage,Early adult
analysis_id,a3jo69xsik2a016
