gene_symbol,Zyg11b
parameter_name,Gait
parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
gene_accession_id,MGI:2685277
pvalue,0.2202698
analysis_id,bpwyzj1p3854fet
mouse_life_stage,E18.5
