gene_symbol,Sdcbp2
mouse_life_stage,Early adult
gene_accession_id,MGI:2385156
mouse_strain,C57BL
parameter_name,Vocalization
analysis_id,6waj8f7154ju3ce
pvalue,0.7392687
parameter_id,IMPC_CSD_078_001
