pvalue,0.3578645
gene_accession_id,MGI:2446274
analysis_id,5443c334t9838hq
mouse_life_stage,Early adult
gene_symbol,Frmpd1
parameter_name,Breath rate during sleep standard deviation
parameter_id,JAX_SLW_014_001
mouse_strain,C57BL
