gene_symbol,AU040320
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
parameter_name,Mean left eye lens density
mouse_strain,C57BL
pvalue,0.3069222
parameter_id,IMPC_EYE_056_001
analysis_id,3r304wsb21jjf84
