parameter_id,MGP_CSD_025_001
mouse_strain,C57BL
pvalue,0.5682715
gene_accession_id,MGI:1924054
analysis_id,s5rhhoxp14k1bj8
mouse_life_stage,Early adult
parameter_name,Ventral coat/hair presence
gene_symbol,Kdm4c
