parameter_id,IMPC_IMM_071_001
parameter_name,MZB (CD21/35 high)
analysis_id,ql9g6813si366q7
pvalue,0.6978118
mouse_life_stage,Early adult
gene_symbol,Ift74
gene_accession_id,MGI:1914944
mouse_strain,C57BL
