parameter_id,IMPC_ACS_035_001
gene_accession_id,MGI:1917810
mouse_strain,C57BL
pvalue,0.7963605
gene_symbol,Wars2
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI3
analysis_id,l4lse05c58e8027
