gene_symbol,Bmi1
parameter_id,IMPC_GEO_011_001
analysis_id,3471cp744090hht
parameter_name,Blood Vessel Morphology
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:88174
pvalue,0.9806527
