parameter_id,MGP_IMM_004_001
parameter_name,Total CD4+ T cells - % of ab T cells
mouse_strain,C57BL
pvalue,0.7155796
analysis_id,2j7r3921d7cqnd8
mouse_life_stage,Early adult
gene_symbol,Ntmt2
gene_accession_id,MGI:2685053
