gene_symbol,Eprs1
analysis_id,3hlxqx4l5zw0efq
mouse_strain,C57BL
parameter_name,Whole arena resting time
gene_accession_id,MGI:97838
pvalue,0.4261616
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_007_001
