parameter_id,JAX_LDT_004_001
parameter_name,Dark side time spent
gene_accession_id,MGI:1914050
gene_symbol,Trp53rkb
analysis_id,094r3g08qg767kr
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4097873
