gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_id,IMPC_OWT_004_001
gene_accession_id,MGI:109128
pvalue,0.996962
mouse_life_stage,Middle aged adult
analysis_id,pfsoqk49i45ajtp
parameter_name,Right kidney weight
