mouse_life_stage,E12.5
pvalue,0.9722594
gene_accession_id,MGI:99501
analysis_id,x0t787o256d29lm
mouse_strain,C57BL
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
gene_symbol,Fgb
