gene_symbol,Slc30a4
mouse_life_stage,Late adult
parameter_id,MGP_PBI_008_001
mouse_strain,C57BL
gene_accession_id,MGI:1345282
analysis_id,74c751nv5wj1gy8
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
pvalue,0.2607432
