mouse_life_stage,Middle aged adult
parameter_id,ESLIM_011_001_010
gene_accession_id,MGI:2140475
pvalue,0.4245507
mouse_strain,C57BL
gene_symbol,AU040320
parameter_name,PP4 + pulse startle magnitude
analysis_id,d2ojr922f04wjnm
