mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2139080
parameter_name,PP1 startle magnitude
gene_symbol,Dzank1
pvalue,0.6922179
parameter_id,ESLIM_011_001_002
analysis_id,79g8dut18p473bw
