gene_symbol,Tnni1
parameter_id,IMPC_CBC_011_001
parameter_name,Iron
gene_accession_id,MGI:105073
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,4p40350m020397c
pvalue,0.9146181
