parameter_id,IMPC_CBC_024_001
pvalue,0.9877773
gene_accession_id,MGI:97054
analysis_id,a4075bb3xy750t1
gene_symbol,Mov10
mouse_strain,C57BL
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,Early adult
