gene_symbol,Sass6
parameter_name,Body position
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,ESLIM_008_001_001
gene_accession_id,MGI:1920026
pvalue,1.258302
analysis_id,9l2364bxn57e75s
