mouse_strain,129SV
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_037_001
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,Cntfr
analysis_id,c1zgq2uk9afg9cj
pvalue,0.5041015
