gene_symbol,Sprr1b
parameter_name,Calcium
analysis_id,984w117am31714a
gene_accession_id,MGI:106659
mouse_strain,C57BL
parameter_id,HMGULA_CBC_009_001
pvalue,0.9630067
mouse_life_stage,Early adult
