gene_symbol,Sdcbp2
mouse_life_stage,Early adult
parameter_id,MGP_IMM_131_001
pvalue,0.9267289
parameter_name,CD103+ CD11b-low cDC - % of CD45+
analysis_id,5j26hj5gp8z2b6h
mouse_strain,C57BL
gene_accession_id,MGI:2385156
