gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,270022687l04g1d
parameter_name,Creatinine
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.5811905
parameter_id,HMGULA_CBC_005_001
