Parameter_id,IMPC_ABR_002_001
Analysis_id,166x34368s5k666
Mouse_strain,C57BL
Pvalue,0.05165188
Mouse_life_stage,Early adult
Gene_accession_id,MGI:1914050
Parameter_name,Click-evoked ABR threshold
Gene_symbol,Trp53rkb
