gene_symbol,Tnfsf8
parameter_id,MGP_IMM_110_001
mouse_strain,C57BL
analysis_id,vp142232257q53f
gene_accession_id,MGI:88328
parameter_name,Transitional 1 B cells - % of CD45+
pvalue,0.3100713
mouse_life_stage,Early adult
