parameter_id,IMPC_ACS_034_001
mouse_strain,C57BL
pvalue,0.2680271
mouse_life_stage,Early adult
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
analysis_id,532fa7rod0b7di8
parameter_name,% Pre-pulse inhibition - PPI2
