gene_symbol,Cds2
parameter_name,Radius
mouse_strain,C57BL
gene_accession_id,MGI:1332236
mouse_life_stage,Early adult
parameter_id,IMPC_XRY_022_001
pvalue,0.3270378
analysis_id,257160qyi909o9q
