mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_HEM_039_001
gene_accession_id,MGI:1345282
pvalue,0.7442775
parameter_name,Large Unstained Cell (LUC) count
analysis_id,48h1yc7in45w649
gene_symbol,Slc30a4
