gene_symbol,Sdcbp2
pvalue,0.3872892
mouse_strain,C57BL
gene_accession_id,MGI:2385156
parameter_id,MGP_PBI_016_001
parameter_name,Monocyte percentage
mouse_life_stage,Early adult
analysis_id,95l84jek856or0v
