gene_symbol,Bach2
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_id,MGP_IMM_010_001
pvalue,0
mouse_strain,C57BL
parameter_name,Effector Treg cells - % of Treg
analysis_id,ufv499736mr1k55
