mouse_strain,C57BL
parameter_id,MGP_IMM_033_001
mouse_life_stage,Late adult
pvalue,0.5703519
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
parameter_name,Total NK cells - % of CD45+
analysis_id,ozy04x1383p3l14
