parameter_id,IMPC_ECH_002_001
mouse_strain,C57BL
parameter_name,End-Diastolic Diameter
mouse_life_stage,Middle aged adult
gene_symbol,Hpca
pvalue,0.5140919
analysis_id,7h58jwvhx02u8l1
gene_accession_id,MGI:1336200
