parameter_name,Center permanence time
analysis_id,354c802mvxm35b8
mouse_strain,C57BL
gene_symbol,Dnaaf9
mouse_life_stage,Early adult
gene_accession_id,MGI:1923029
parameter_id,IMPC_OFD_016_001
pvalue,0.6018038
