parameter_id,JAXLA_CSD_039_001
gene_symbol,Mapkap1
analysis_id,c26hbxm0814b42d
pvalue,0.5162168
parameter_name,Limb grasp
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
