gene_symbol,Tiprl
parameter_id,HRWLLA_OFD_017_001
parameter_name,Center average speed
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,3215793h5544bzm
gene_accession_id,MGI:1915087
pvalue,0.824398
