gene_symbol,Eprs1
mouse_life_stage,E9.5
parameter_name,CD103+ CD11b-low cDC - % of CD45+
pvalue,0.213187
analysis_id,wb9xto7g6yt539s
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_id,MGP_IMM_131_001
