parameter_id,JAX_OFD_010_001
gene_accession_id,MGI:1914836
gene_symbol,Ubxn11
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5643355
parameter_name,Periphery distance travelled
analysis_id,mpm4o239x4nw543
