gene_symbol,Hpca
mouse_life_stage,Late adult
analysis_id,ltgq8n1206fz1op
parameter_id,ESLIM_007_001_009
mouse_strain,C57BL
gene_accession_id,MGI:1336200
pvalue,0.5006162
parameter_name,Periphery average speed
