mouse_strain,C57BL
analysis_id,7fu2335007tt59t
mouse_life_stage,Early adult
parameter_name,IgD+ mature B cell percentage
gene_accession_id,MGI:105073
parameter_id,MGP_PBI_015_001
pvalue,0.6484342
gene_symbol,Tnni1
