parameter_name,Whole arena resting time
analysis_id,ys373yukq2y2n7r
mouse_strain,C57BL
gene_symbol,Tatdn3
parameter_id,JAXLA_OFD_007_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1916222
pvalue,0.7653937
