pvalue,0.9219546
analysis_id,177c6xa49004bdd
parameter_name,Resting CD8+ T cells - % of CD8+
gene_accession_id,MGI:1927379
parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
gene_symbol,Rhbg
mouse_life_stage,Early adult
