gene_accession_id,MGI:1919949
gene_symbol,Lime1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_002_001
pvalue,0.2742106
parameter_name,Click-evoked ABR threshold
analysis_id,b11nexw0d20s4t4
