gene_symbol,Bmi1
parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
mouse_strain,C57BL
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
pvalue,0.9912775
analysis_id,e471mrg1fy4482o
