gene_symbol,Frmpd1
parameter_id,MGP_IMM_006_001
pvalue,0.3811973
analysis_id,21yg8l72jzy64fr
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
